spanish,basque,context
legítima defensa, legebidezko defentsa,Juridical Sciences & Law > International law
legitimidad,legitimotasun,Juridical Sciences & Law > Law Philosophy
legitimidad, zilegitasun,Juridical Sciences & Law > Law Philosophy
legitimidad,bidezkotasun,Juridical Sciences & Law > Constitutional law
ley de capitalización compuesta,kapitalizazio konposatuaren finantza-lege,Economic Sciences > Economic accounting
ley de capitalización compuesta, kapitalizazio konposatuaren lege,Economic Sciences > Economic accounting
ley de capitalización compuesta,kapitalizazio konposatuko lege,Economic Sciences > General economics
ley de capitalización simple,kapitalizazio sinpleko lege,Economic Sciences > General economics
ley de capitalización simple,kapitalizazio bakunaren finantza-lege,Economic Sciences > Economic accounting
ley de capitalización simple, kapitalizazio bakunaren lege,Economic Sciences > Economic accounting
ley de rendimientos decrecientes,etekin beherakorraren legea,Economic Sciences > General economics
ley de rendimientos decrecientes,errendimendu beherakorren legea,Economic Sciences > Economic theory
ley de Snell,Descartesen errefrakzioaren legea,Physics > Electro-magnetism
ley de Snell, errefrakzioaren lege,Physics > Electro-magnetism
ley de Snell, Snell-en lege,Physics > Electro-magnetism
ley de Snell, Snellen errefrakzioaren legea,Physics > Electro-magnetism
ley de Snell,Snell-en legea,Physics > Optics
Ley Orgánica del Poder Judicial,EALO,Juridical Sciences & Law > Constitutional law
Ley Orgánica del Poder Judicial, Epaitzeko Agintearen Lege Organikoa,Juridical Sciences & Law > Constitutional law
Ley Orgánica del Poder Judicial,BJLO,Juridical Sciences & Law > Procedural law
Ley Orgánica del Poder Judicial, Botere Judiziaren Lege Organikoa,Juridical Sciences & Law > Procedural law
Ley Orgánica del Poder Judicial, EBLO,Juridical Sciences & Law > Procedural law
Ley Orgánica del Poder Judicial, Epai-Boterearen Lege Organikoa,Juridical Sciences & Law > Procedural law
leyes de Newton,Newtonen lege,Technological Sciences > Construction technology
leyes de Newton,Newton-en legeak,Physics > Aplied Physics
libre desarrollo de la personalidad,nortasunaren garapen libre,Juridical Sciences & Law > Canon law
libre desarrollo de la personalidad,nortasunaren garapen aske,Juridical Sciences & Law > Constitutional law
libro diario,egunkari,Economic Sciences > Organization and management of enterprises
libro diario, egunkari-liburu,Economic Sciences > Organization and management of enterprises
libro diario,eguneroko liburu,Juridical Sciences & Law > Commercial law
ligando,agente konplexatzaile,Technological Sciences > Environmental technology and engineering
ligando, estekatzaile,Technological Sciences > Environmental technology and engineering
ligando, konplexatzaile,Technological Sciences > Environmental technology and engineering
ligando,ligando,Medical Sciences > Pharmaceutical Technology
ligando,ligando,Chemistry > Organic chemistry
ligando,estekatzaile,Chemistry > Analytical chemistry
ligando,ligando,Life sciences > Biochemistry and Molecular Biology
ligando,estekatzaile,Life sciences > Cell biology
ligando, ligando,Life sciences > Cell biology
limitación,mugapen,Technological Sciences > Environmental technology and engineering
limitación,murrizketa,Juridical Sciences & Law > Constitutional law
límite,limite,Mathematics > Analysis and functional analysis
límite,muga,Education sciences
límite,muga,Technological Sciences > Projects
límite,muga,Juridical Sciences & Law > Constitutional law
límite,muga,Technological Sciences > Electrical technology and engineering
límite de integración,integrazio-muga,Physics > Electro-magnetism
límite de integración,integrazio-limite,Mathematics > Analysis and functional analysis
límite elástico,elastikotasun-muga,Technological Sciences > Mechanical engineering and technology
límite elástico,limite elastiko,Physics > Aplied Physics
limo,limo,Technological Sciences > Environmental technology and engineering
limo,lohi,Earth and Space Sciences > Geology
línea,lerro,Technological Sciences > Construction technology
línea,linea,Technological Sciences > Electrical technology and engineering
línea, linea elektriko,Technological Sciences > Electrical technology and engineering
línea,lerro,Technological Sciences > Telecommunications technology
línea,lerro,Physics > Fluids (physics of)
línea,zuzen,Mathematics > Algebra
línea,lerro,Mathematics > Analysis and functional analysis
línea,lerro,Physics > General Physics specialities
línea base,oinarri-lerro,Technological Sciences > Projects
línea base,oin-lerro,Chemistry > Analytical chemistry
línea celular,lerro zelular,Life sciences > Cell biology
línea celular,zelula-lerro,Medical Sciences > Microbiology
línea de corriente,korronte-lerro,Physics > Mechanics
línea de corriente,fluxu-lerro,Technological Sciences > Environmental technology and engineering
línea de corriente,korronte-lerro,Physics > Fluids (physics of)
línea de nivel,sestra-lerro,Technological Sciences > Mechanical engineering and technology
línea de nivel,maila-lerro,Mathematics > Analysis and functional analysis
línea de nivel, sestra-kurba,Mathematics > Analysis and functional analysis
línea visual,proiekzio-izpi,Technological Sciences > Industrial technology
línea visual, proiekzio-lerro,Technological Sciences > Industrial technology
línea visual,begi-lerro,Technological Sciences > Construction technology
línea visual, ikuslerro,Technological Sciences > Construction technology
liquidación,kitapen,Juridical Sciences & Law > Civil law
liquidación,likidazio,Juridical Sciences & Law > Finance law
liquidación,kitapen,Juridical Sciences & Law > Labour and Social Security law
liquidación, likidazio,Juridical Sciences & Law > Labour and Social Security law
liquidación,likidazio,Economic Sciences > Organization and management of enterprises
liquidación,likidazio,Economic Sciences > Economic accounting
liquidación,likidazio,Technological Sciences > Projects
lista de materiales,materialen zerrenda,Economic Sciences > Organization and management of enterprises
lista de materiales,material-zerrenda,Technological Sciences > Mechanical engineering and technology
litisconsorcio,litiskontsortzio,Juridical Sciences & Law > Labour and Social Security law
litisconsorcio,auzikidetza,Juridical Sciences & Law > Procedural law
litisconsorcio, litiskonsortzio,Juridical Sciences & Law > Procedural law
litisconsorcio necesario,beharrezko alderdi-aniztasun,Juridical Sciences & Law > Procedural law
litisconsorcio necesario, beharrezko alderdien aniztasun,Juridical Sciences & Law > Procedural law
litisconsorcio necesario, beharrezko auzikidetza,Juridical Sciences & Law > Procedural law
litisconsorcio necesario, derrigorrezko auzikidetza,Juridical Sciences & Law > Procedural law
litisconsorcio necesario, derrigorrezko litiskonsortzio,Juridical Sciences & Law > Procedural law
litisconsorcio necesario,beharrezko litiskontsortzio,Juridical Sciences & Law > Labour and Social Security law
localización,lokalizazio,Technological Sciences > Computer technology
localización,kokapen,Medical Sciences > Pharmacology
localización,lokalizazio,Medical Sciences > Medical diagnostic and Treatment Technology
longitud,luzera,Technological Sciences > Electronic technology
longitud,luzera,Mathematics > Algebra
longitud,luzera,Technological Sciences > Projects
longitud,longitude,Technological Sciences > Construction technology
longitud,luzera,Technological Sciences > Environmental technology and engineering
longitud,luzera,Medical Sciences > Pharmaceutical Technology
longitud,luzera,Technological Sciences > Mechanical engineering and technology
longitud,luzera,Physics > General Physics specialities
longitud,luzera,Life sciences > Animal Biology
longitud,luzera,Mathematics > Analysis and functional analysis
longitud,luzera,Chemistry > Physical chemistry
lote,lote,Economic Sciences > Organization and management of enterprises
lote, sorta,Economic Sciences > Organization and management of enterprises
lote,sorta,Medical Sciences > Nutritional sciences
lote,lote,Medical Sciences > Pharmaceutical Technology
lote,lote,Economic Sciences > Economic accounting
lugar,leku,Technological Sciences > Projects
lugar,gune,Education sciences
lumen,argi,Life sciences > Human physiology
lumen,alde luminal,Life sciences > Cell biology
luz solar,eguzkitiko argi,Physics > General Physics specialities
luz solar,eguzki-argi,Technological Sciences > Environmental technology and engineering
maestro,maisu,Technological Sciences > Instrumentation technology
maestro, nagusi,Technological Sciences > Instrumentation technology
maestro,jabe,Technological Sciences > Computer technology
malabsorción,xurgapen txar,Medical Sciences > Pharmacology
malabsorción,malabsortzio,Medical Sciences > Pathology
malla,maila,Technological Sciences > Computer technology
malla,maila,Technological Sciences > Electronic technology
malla,maila,Technological Sciences > Electrical technology and engineering
malla, sare-begi,Technological Sciences > Electrical technology and engineering
malla,sare,Medical Sciences > Pharmaceutical Technology
malos tratos,tratu txar,Education sciences
malos tratos,tratu txarrak,Juridical Sciences & Law > Criminal law
mandatario,mandatari,Juridical Sciences & Law > Civil law
mandatario, mandatu-hartzaile,Juridical Sciences & Law > Civil law
mandatario, ordezkari,Juridical Sciences & Law > Civil law
mandatario,mandatu-hartzaile,Juridical Sciences & Law > Roman law
mandatario,agintari,Juridical Sciences & Law > Law Philosophy
mandatario, autoritate,Juridical Sciences & Law > Law Philosophy
mandato,Printzearen mandatu,Juridical Sciences & Law > Roman law
mandato,agindu,Juridical Sciences & Law > Law Philosophy
mandato,mandatu,Juridical Sciences & Law > Civil law
mandato,agintaldi,Juridical Sciences & Law > Constitutional law
mano de obra,lanesku,Economic Sciences > General economics
mano de obra,lanesku,Economic Sciences > Organization and management of enterprises
mano de obra,lanesku,Juridical Sciences & Law > Labour and Social Security law
mano de obra,eskulan,Technological Sciences > Projects
mano de obra,lanesku,Economic Sciences > Economic accounting
mantenimiento,mantenu,Education sciences
mantenimiento,mantentze,Economic Sciences > Organization and management of enterprises
mantenimiento,mantenu,Life sciences > Animal Biology
mantenimiento,mantentze,Technological Sciences > Projects
manual,gida-liburu,Medical Sciences > Pharmacology
manual,eskuliburu,Technological Sciences > Projects
masa inercial,inertzia-masa,Physics > General Physics specialities
masa inercial,masa inertzial,Physics > Aplied Physics
materia inerte,materia inerte,Chemistry > Analytical chemistry
materia inerte,gai geldo,Technological Sciences > Environmental technology and engineering
materia inerte, gai inerte,Technological Sciences > Environmental technology and engineering
matriz,matrize,Chemistry > Analytical chemistry
matriz,matrize,Medical Sciences > Medical diagnostic and Treatment Technology
matriz,array,Technological Sciences > Computer technology
matriz, taula,Technological Sciences > Computer technology
matriz,matrize,Mathematics > Algebra
matriz,matrize,Technological Sciences > Telecommunications technology
matriz,matrize,Life sciences > Cell biology
matriz,matrize,Physics > General Physics specialities
matriz,matrize,Mathematics > Analysis and functional analysis
